Temparature,Humidity ,Moisture,Nitrogen,Potassium,Phosphorous,Soil Type,Crop Type,Fertilizer Name
26,50,49,9,14,13,Red,Sugarcane,17-17-17
31,59,57,10,1,14,Clayey,Sugarcane,20-20
29,66,67,9,7,27,Loamy,Cotton,14-35-14
32,60,50,14,16,12,Loamy,Maize,17-17-17
27,64,35,5,15,18,Red,Barley,10-26-26
34,54,23,10,2,8,Sandy,Cotton,20-20
27,64,50,21,0,28,Sandy,Barley,28-28
31,52,53,14,0,9,Black,Sugarcane,20-20
30,59,28,12,16,12,Sandy,Sugarcane,17-17-17
35,69,33,12,1,42,Sandy,Tobacco,DAP
33,66,40,15,0,40,Clayey,Ground Nuts,DAP
29,62,44,11,0,10,Loamy,Pulses,20-20
33,62,29,14,20,17,Red,Wheat,10-26-26
31,62,31,22,0,19,Clayey,Barley,28-28
31,61,42,9,9,30,Sandy,Paddy,14-35-14
28,59,62,11,0,13,Clayey,Millets,20-20
30,63,46,13,0,37,Red,Cotton,DAP
32,55,32,11,1,14,Red,Paddy,20-20
30,68,13,40,0,0,Red,Wheat,Urea
30,64,64,8,10,26,Sandy,Cotton,14-35-14
30,59,49,36,0,0,Black,Oil seeds,Urea
30,54,15,40,1,0,Loamy,Ground Nuts,Urea
27,57,60,15,1,10,Sandy,Pulses,20-20
27,64,36,12,0,15,Black,Wheat,20-20
23,50,42,22,2,26,Sandy,Paddy,28-28
33,66,41,38,0,0,Loamy,Ground Nuts,Urea
35,57,44,9,9,32,Sandy,Maize,14-35-14
29,57,27,36,0,0,Black,Wheat,Urea
25,56,23,12,0,35,Clayey,Ground Nuts,DAP
31,57,56,12,0,15,Loamy,Sugarcane,20-20
31,73,61,15,13,15,Sandy,Cotton,17-17-17
32,72,35,11,11,14,Loamy,Maize,17-17-17
29,68,27,14,1,40,Red,Cotton,DAP
30,60,59,36,1,0,Sandy,Pulses,Urea
35,53,40,5,17,18,Clayey,Wheat,10-26-26
33,63,58,11,1,40,Sandy,Sugarcane,DAP
34,49,14,40,0,0,Clayey,Tobacco,Urea
35,64,67,9,7,33,Black,Paddy,14-35-14
35,58,41,1,17,17,Clayey,Pulses,10-26-26
34,61,57,12,1,36,Loamy,Barley,DAP
36,49,51,15,14,13,Sandy,Barley,17-17-17
27,58,37,24,0,21,Clayey,Paddy,28-28
33,66,70,9,7,29,Loamy,Sugarcane,14-35-14
32,63,79,8,8,30,Loamy,Maize,14-35-14
34,57,14,44,0,0,Black,Tobacco,Urea
26,61,41,14,1,38,Sandy,Barley,DAP
30,48,42,24,0,26,Loamy,Paddy,28-28
34,73,53,13,0,38,Black,Oil seeds,DAP
29,51,50,10,19,20,Clayey,Tobacco,10-26-26
30,57,27,8,16,18,Clayey,Barley,10-26-26
25,66,35,8,18,16,Sandy,Paddy,10-26-26
27,50,58,38,0,0,Black,Millets,Urea
31,55,51,13,11,13,Loamy,Sugarcane,17-17-17
32,65,31,13,0,40,Loamy,Cotton,DAP
28,70,42,36,1,0,Loamy,Paddy,Urea
29,60,45,4,18,10,Red,Tobacco,10-26-26
33,61,47,13,0,40,Loamy,Wheat,DAP
29,53,40,42,0,0,Clayey,Wheat,Urea
29,64,43,22,0,20,Black,Millets,28-28
28,48,54,12,0,39,Loamy,Wheat,DAP
31,75,48,34,1,0,Black,Millets,Urea
30,60,44,8,9,28,Clayey,Cotton,14-35-14
27,49,50,11,12,11,Red,Barley,17-17-17
19,60,29,13,13,14,Red,Sugarcane,17-17-17
27,46,45,21,1,20,Clayey,Maize,28-28
35,55,52,7,7,28,Clayey,Paddy,14-35-14
30,53,54,2,19,17,Red,Barley,10-26-26
31,55,36,8,18,17,Sandy,Tobacco,10-26-26
31,67,31,41,1,0,Black,Oil seeds,Urea
30,68,57,8,7,30,Sandy,Sugarcane,14-35-14
27,50,84,13,0,14,Clayey,Sugarcane,20-20
28,54,23,15,0,42,Clayey,Ground Nuts,DAP
25,58,26,10,8,29,Black,Sugarcane,14-35-14
26,57,36,14,1,13,Clayey,Pulses,20-20
36,59,37,15,0,38,Black,Millets,DAP
33,66,22,13,1,38,Loamy,Barley,DAP
17,55,39,7,19,15,Clayey,Pulses,10-26-26
34,67,57,9,8,28,Clayey,Maize,14-35-14
32,58,44,6,17,18,Red,Tobacco,10-26-26
32,69,59,23,0,24,Black,Pulses,28-28
31,53,55,38,0,0,Clayey,Wheat,Urea
30,61,65,14,12,13,Sandy,Sugarcane,17-17-17
23,72,42,12,10,13,Sandy,Cotton,17-17-17
30,69,43,24,0,20,Red,Paddy,28-28
24,67,41,41,0,0,Loamy,Millets,Urea
31,64,28,35,1,0,Loamy,Tobacco,Urea
28,56,45,39,1,2,Loamy,Sugarcane,Urea
36,67,54,12,0,39,Loamy,Paddy,DAP
35,68,48,7,6,31,Loamy,Wheat,14-35-14
26,59,28,5,19,18,Clayey,Pulses,10-26-26
31,58,39,36,0,1,Black,Paddy,Urea
32,55,55,13,18,21,Red,Tobacco,10-26-26
27,54,75,15,1,11,Black,Paddy,20-20
32,60,46,23,2,22,Sandy,Wheat,28-28
27,56,31,6,18,19,Clayey,Tobacco,10-26-26
35,71,42,9,15,23,Red,Pulses,10-26-26
29,50,28,13,18,18,Sandy,Barley,10-26-26
27,50,41,11,13,11,Sandy,Barley,17-17-17
32,67,31,15,1,41,Loamy,Sugarcane,DAP
31,58,52,3,19,20,Clayey,Barley,10-26-26
25,52,34,12,11,12,Loamy,Sugarcane,17-17-17
28,51,51,22,0,21,Loamy,Tobacco,28-28
27,61,36,23,1,19,Black,Pulses,28-28
30,69,27,11,14,14,Sandy,Cotton,17-17-17
24,54,61,12,12,14,Sandy,Ground Nuts,17-17-17
25,53,48,23,0,22,Sandy,Pulses,28-28
30,64,45,10,10,26,Loamy,Maize,14-35-14
28,56,50,11,0,35,Sandy,Barley,DAP
28,60,41,38,1,1,Clayey,Wheat,Urea
34,54,53,39,1,2,Loamy,Pulses,Urea
34,64,51,10,0,10,Loamy,Paddy,20-20
29,66,23,12,1,37,Black,Wheat,DAP
28,55,34,15,17,18,Clayey,Barley,10-26-26
30,53,43,37,1,0,Clayey,Pulses,Urea
33,61,13,9,9,33,Clayey,Maize,14-35-14
30,70,65,14,0,37,Red,Ground Nuts,DAP
30,54,34,7,8,28,Clayey,Oil seeds,14-35-14
27,59,44,9,10,31,Sandy,Cotton,14-35-14
30,57,26,37,0,1,Loamy,Paddy,Urea
28,54,47,8,9,29,Clayey,Paddy,14-35-14
27,56,54,23,0,19,Black,Ground Nuts,28-28
30,70,26,14,0,38,Loamy,Sugarcane,DAP
36,51,65,34,0,1,Black,Pulses,Urea
25,56,33,9,17,13,Red,Barley,10-26-26
33,59,28,35,0,2,Black,Ground Nuts,Urea
32,53,39,13,3,36,Red,Wheat,DAP
30,61,51,21,1,20,Clayey,Pulses,28-28
29,57,45,40,1,0,Loamy,Pulses,Urea
31,57,43,38,1,1,Black,Ground Nuts,Urea
26,60,61,24,0,24,Red,Tobacco,28-28
34,53,50,11,18,19,Clayey,Wheat,10-26-26
26,62,50,8,14,14,Red,Sugarcane,17-17-17
32,58,41,5,10,30,Sandy,Maize,14-35-14
30,56,44,23,1,21,Clayey,Pulses,28-28
32,54,37,14,11,13,Black,Sugarcane,17-17-17
30,67,27,14,0,13,Sandy,Sugarcane,20-20
28,57,32,10,1,11,Clayey,Pulses,20-20
31,46,33,1,19,18,Sandy,Tobacco,10-26-26
34,66,30,13,1,40,Loamy,Pulses,DAP
37,60,38,39,0,0,Black,Cotton,Urea
36,59,56,6,9,28,Loamy,Maize,14-35-14
29,69,47,11,0,13,Sandy,Oil seeds,20-20
32,62,44,13,1,38,Loamy,Ground Nuts,DAP
28,60,41,13,0,13,Clayey,Cotton,20-20
28,62,56,7,10,26,Black,Oil seeds,14-35-14
29,49,41,13,11,15,Sandy,Cotton,17-17-17
26,53,33,22,0,23,Red,Maize,28-28
27,55,51,3,17,16,Red,Wheat,10-26-26
32,68,41,39,1,0,Clayey,Pulses,Urea
30,62,60,12,13,11,Red,Sugarcane,17-17-17
34,60,46,37,0,0,Clayey,Oil seeds,Urea
33,60,46,7,10,32,Loamy,Paddy,14-35-14
32,59,32,39,0,1,Clayey,Oil seeds,Urea
29,49,56,12,12,13,Red,Maize,17-17-17
33,64,45,13,2,41,Loamy,Sugarcane,DAP
32,48,28,12,12,12,Sandy,Sugarcane,17-17-17
21,58,51,15,13,15,Loamy,Sugarcane,17-17-17
35,54,18,7,7,28,Clayey,Paddy,14-35-14
30,59,28,11,13,15,Loamy,Sugarcane,17-17-17
25,56,42,13,12,12,Red,Barley,17-17-17
28,55,42,37,0,0,Clayey,Oil seeds,Urea
38,65,25,37,1,0,Clayey,Oil seeds,Urea
27,50,31,41,0,3,Loamy,Sugarcane,Urea
30,58,42,38,1,2,Black,Sugarcane,Urea
33,64,56,38,1,0,Clayey,Cotton,Urea
24,62,61,11,0,39,Loamy,Cotton,DAP
31,62,50,36,0,1,Red,Paddy,Urea
34,66,34,14,12,10,Red,Sugarcane,17-17-17
30,57,38,9,0,11,Black,Pulses,20-20
33,61,53,32,2,0,Loamy,Cotton,Urea
38,56,37,42,2,0,Loamy,Cotton,Urea
32,61,33,8,8,29,Loamy,Sugarcane,14-35-14
30,70,35,7,8,26,Clayey,Sugarcane,14-35-14
31,51,30,41,0,1,Loamy,Cotton,Urea
30,53,24,39,0,0,Loamy,Millets,Urea
33,43,41,6,0,10,Sandy,Sugarcane,20-20
26,54,53,13,1,16,Sandy,Pulses,20-20
26,51,35,14,0,41,Red,Ground Nuts,DAP
24,56,42,13,0,16,Sandy,Sugarcane,20-20
26,53,38,22,0,16,Clayey,Paddy,28-28
31,46,39,37,0,0,Red,Millets,Urea
25,67,36,44,0,0,Red,Ground Nuts,Urea
21,59,29,10,0,39,Clayey,Millets,DAP
39,58,50,4,15,14,Red,Pulses,10-26-26
31,57,46,9,7,30,Black,Sugarcane,14-35-14
27,59,34,13,12,15,Red,Sugarcane,17-17-17
32,73,44,39,0,0,Loamy,Paddy,Urea
32,55,51,8,9,31,Red,Maize,14-35-14
36,60,39,10,7,27,Black,Cotton,14-35-14
31,71,49,12,13,13,Sandy,Ground Nuts,17-17-17
31,52,69,39,0,1,Loamy,Millets,Urea
36,62,17,11,0,39,Loamy,Ground Nuts,DAP
26,63,46,36,0,0,Loamy,Millets,Urea
30,52,37,6,17,22,Red,Pulses,10-26-26
33,71,29,9,13,11,Red,Ground Nuts,17-17-17
27,60,41,12,15,13,Black,Sugarcane,17-17-17
35,58,44,22,0,19,Loamy,Wheat,28-28
29,58,43,10,19,15,Clayey,Pulses,10-26-26
32,63,34,12,17,21,Clayey,Tobacco,10-26-26
30,46,33,12,0,11,Black,Oil seeds,20-20
33,64,28,6,8,28,Black,Oil seeds,14-35-14
28,53,36,21,0,25,Clayey,Tobacco,28-28
31,51,42,12,1,37,Loamy,Ground Nuts,DAP
35,62,47,43,0,1,Loamy,Paddy,Urea
24,52,44,13,0,9,Clayey,Pulses,20-20
28,54,37,36,0,2,Clayey,Paddy,Urea
23,59,62,9,14,14,Sandy,Cotton,17-17-17
28,50,25,40,0,2,Red,Sugarcane,Urea
29,62,47,11,0,8,Red,Millets,20-20
32,60,53,10,8,30,Loamy,Oil seeds,14-35-14
36,71,65,41,1,1,Clayey,Paddy,Urea
31,59,46,13,0,12,Black,Cotton,20-20
26,53,40,10,16,22,Clayey,Barley,10-26-26
34,56,20,36,0,0,Loamy,Millets,Urea
30,52,46,40,1,1,Clayey,Wheat,Urea
27,54,50,8,0,12,Sandy,Pulses,20-20
33,55,30,13,0,15,Clayey,Oil seeds,20-20
28,51,38,13,0,38,Loamy,Cotton,DAP
31,57,55,9,10,30,Black,Oil seeds,14-35-14
20,51,46,15,14,14,Red,Sugarcane,17-17-17
27,57,44,11,3,12,Black,Wheat,20-20
32,58,49,42,0,0,Loamy,Paddy,Urea
32,53,36,14,17,16,Clayey,Wheat,10-26-26
27,54,58,24,0,20,Clayey,Paddy,28-28
30,53,43,23,0,24,Black,Ground Nuts,28-28
29,55,42,13,0,13,Sandy,Millets,20-20
31,53,59,40,0,0,Red,Tobacco,Urea
30,49,42,1,18,19,Clayey,Tobacco,10-26-26
30,59,21,8,9,26,Clayey,Oil seeds,14-35-14
31,41,49,8,1,15,Loamy,Millets,20-20
28,61,40,22,0,19,Black,Pulses,28-28
31,65,60,9,9,27,Loamy,Cotton,14-35-14
28,68,52,12,14,14,Loamy,Barley,17-17-17
26,64,56,6,19,21,Red,Wheat,10-26-26
31,49,51,12,0,8,Black,Millets,20-20
29,63,75,14,0,8,Black,Pulses,20-20
32,59,35,13,0,40,Red,Barley,DAP
29,59,38,10,17,13,Loamy,Tobacco,10-26-26
28,62,48,11,12,14,Loamy,Sugarcane,17-17-17
25,60,33,13,13,12,Red,Sugarcane,17-17-17
36,56,31,38,0,1,Loamy,Pulses,Urea
33,53,48,8,9,32,Loamy,Oil seeds,14-35-14
30,49,35,13,11,14,Sandy,Sugarcane,17-17-17
31,49,43,10,8,29,Black,Oil seeds,14-35-14
34,56,48,12,11,13,Red,Maize,17-17-17
35,65,66,37,1,0,Clayey,Ground Nuts,Urea
32,66,81,9,9,31,Loamy,Sugarcane,14-35-14
32,46,56,12,14,15,Loamy,Ground Nuts,17-17-17
27,57,52,15,10,12,Red,Sugarcane,17-17-17
29,60,44,38,0,1,Red,Maize,Urea
30,54,27,37,0,2,Clayey,Ground Nuts,Urea
34,57,27,23,0,22,Clayey,Wheat,28-28
33,49,51,14,0,39,Red,Cotton,DAP
30,51,31,14,1,12,Loamy,Millets,20-20
29,58,25,22,1,18,Sandy,Tobacco,28-28
17,72,41,4,18,18,Red,Paddy,10-26-26
31,64,57,12,0,18,Loamy,Pulses,20-20
30,54,57,11,15,13,Loamy,Sugarcane,17-17-17
28,65,41,13,13,13,Loamy,Sugarcane,17-17-17
31,49,35,14,0,11,Loamy,Pulses,20-20
26,65,54,11,0,10,Red,Millets,20-20
34,65,33,38,0,1,Clayey,Ground Nuts,Urea
28,65,26,14,0,37,Sandy,Barley,DAP
33,58,20,8,10,29,Red,Pulses,14-35-14
31,48,46,38,0,0,Black,Oil seeds,Urea
29,61,35,9,8,27,Clayey,Oil seeds,14-35-14
31,58,65,12,2,40,Black,Ground Nuts,DAP
29,59,41,12,13,13,Loamy,Sugarcane,17-17-17
28,63,36,25,2,22,Sandy,Barley,28-28
26,49,43,25,3,21,Sandy,Tobacco,28-28
37,56,39,13,18,20,Red,Pulses,10-26-26
25,61,54,10,13,13,Red,Sugarcane,17-17-17
35,54,45,14,0,45,Loamy,Oil seeds,DAP
31,57,28,4,17,20,Clayey,Tobacco,10-26-26
34,56,41,3,18,18,Clayey,Pulses,10-26-26
28,55,44,24,0,19,Clayey,Maize,28-28
27,56,44,23,1,18,Sandy,Wheat,28-28
31,61,30,12,2,40,Sandy,Sugarcane,DAP
33,58,37,7,8,34,Black,Cotton,14-35-14
27,63,33,4,20,20,Clayey,Paddy,10-26-26
29,57,55,9,8,27,Loamy,Pulses,14-35-14
30,60,49,10,8,28,Red,Pulses,14-35-14
27,54,46,10,1,38,Black,Ground Nuts,DAP
32,67,35,12,14,14,Sandy,Sugarcane,17-17-17
30,61,47,8,9,32,Loamy,Paddy,14-35-14
25,48,45,13,1,12,Sandy,Oil seeds,20-20
29,69,35,12,10,14,Black,Maize,17-17-17
29,66,48,19,0,24,Red,Paddy,28-28
24,52,50,23,0,20,Loamy,Paddy,28-28
31,70,32,15,0,35,Loamy,Cotton,DAP
29,55,40,9,9,33,Sandy,Cotton,14-35-14
33,55,41,11,0,12,Loamy,Millets,20-20
33,70,52,14,0,42,Red,Barley,DAP
25,56,42,23,0,25,Red,Paddy,28-28
22,68,56,6,8,34,Sandy,Oil seeds,14-35-14
30,66,23,7,7,29,Red,Maize,14-35-14
27,55,36,22,3,23,Clayey,Pulses,28-28
26,67,44,23,0,24,Red,Pulses,28-28
33,51,29,11,0,15,Loamy,Pulses,20-20
27,50,48,9,0,17,Sandy,Sugarcane,20-20
34,59,33,7,18,20,Red,Tobacco,10-26-26
36,71,46,10,17,22,Clayey,Wheat,10-26-26
29,57,51,12,14,13,Red,Cotton,17-17-17
26,56,38,14,0,16,Black,Cotton,20-20
29,52,59,8,0,11,Black,Wheat,20-20
31,56,44,11,18,16,Red,Paddy,10-26-26
28,66,47,11,14,13,Loamy,Cotton,17-17-17
27,59,59,5,17,18,Clayey,Barley,10-26-26
18,48,46,15,19,18,Clayey,Wheat,10-26-26
33,57,46,9,13,12,Sandy,Barley,17-17-17
30,50,64,6,7,29,Black,Sugarcane,14-35-14
36,57,48,39,3,1,Black,Cotton,Urea
29,51,43,22,1,27,Clayey,Maize,28-28
32,68,42,8,7,32,Sandy,Wheat,14-35-14
33,61,64,12,10,14,Loamy,Sugarcane,17-17-17
36,61,31,5,7,26,Sandy,Cotton,14-35-14
32,50,73,13,0,10,Black,Cotton,20-20
31,56,37,39,0,0,Clayey,Paddy,Urea
30,59,52,37,0,0,Black,Oil seeds,Urea
28,52,27,21,0,25,Loamy,Tobacco,28-28
34,66,44,23,1,23,Clayey,Pulses,28-28
30,48,50,5,17,23,Sandy,Wheat,10-26-26
34,54,25,10,8,27,Clayey,Cotton,14-35-14
29,55,44,13,13,13,Sandy,Maize,17-17-17
36,58,43,13,0,35,Sandy,Barley,DAP
28,57,46,7,19,19,Clayey,Tobacco,10-26-26
33,67,29,13,0,39,Red,Millets,DAP
30,56,42,12,1,35,Loamy,Ground Nuts,DAP
32,60,52,23,0,20,Red,Ground Nuts,28-28
31,61,43,10,7,31,Clayey,Sugarcane,14-35-14
35,63,42,7,9,25,Black,Oil seeds,14-35-14
29,58,40,8,15,18,Red,Tobacco,10-26-26
32,58,28,14,1,35,Sandy,Tobacco,DAP
31,53,41,8,0,11,Loamy,Pulses,20-20
28,50,62,10,1,15,Clayey,Millets,20-20
29,56,43,10,0,9,Loamy,Sugarcane,20-20
34,66,47,8,8,27,Clayey,Sugarcane,14-35-14
32,63,37,42,0,0,Loamy,Ground Nuts,Urea
32,62,31,25,0,20,Sandy,Paddy,28-28
28,63,34,39,0,0,Clayey,Paddy,Urea
31,57,85,7,8,31,Black,Oil seeds,14-35-14
33,52,48,42,0,0,Loamy,Millets,Urea
37,63,36,40,1,1,Black,Wheat,Urea
31,52,54,14,15,16,Sandy,Maize,17-17-17
23,60,26,8,8,29,Clayey,Wheat,14-35-14
28,59,42,9,12,15,Black,Barley,17-17-17
32,55,41,10,18,19,Red,Paddy,10-26-26
28,64,54,23,0,20,Loamy,Barley,28-28
30,58,62,21,0,22,Clayey,Paddy,28-28
25,66,40,10,12,13,Loamy,Sugarcane,17-17-17
21,50,27,13,12,12,Loamy,Sugarcane,17-17-17
22,53,53,13,12,13,Sandy,Sugarcane,17-17-17
34,57,42,13,0,42,Loamy,Barley,DAP
32,61,43,11,0,36,Red,Cotton,DAP
23,56,62,11,12,15,Sandy,Maize,17-17-17
31,63,55,11,0,13,Black,Sugarcane,20-20
28,57,81,15,0,36,Red,Sugarcane,DAP
31,62,39,21,0,21,Loamy,Tobacco,28-28
29,54,32,37,0,0,Clayey,Paddy,Urea
20,55,68,11,12,13,Loamy,Sugarcane,17-17-17
24,62,54,12,13,15,Loamy,Cotton,17-17-17
34,51,33,10,19,21,Red,Barley,10-26-26
31,65,36,22,0,15,Sandy,Ground Nuts,28-28
36,60,35,37,0,0,Red,Ground Nuts,Urea
28,62,57,8,0,9,Clayey,Oil seeds,20-20
36,59,41,22,0,24,Black,Pulses,28-28
25,52,69,13,13,13,Loamy,Sugarcane,17-17-17
27,46,50,12,0,10,Clayey,Millets,20-20
27,57,43,22,0,26,Clayey,Tobacco,28-28
33,64,20,15,0,41,Loamy,Ground Nuts,DAP
30,65,41,22,1,21,Red,Paddy,28-28
35,63,36,25,0,19,Sandy,Maize,28-28
31,53,44,22,0,19,Clayey,Paddy,28-28
38,63,31,13,0,39,Red,Barley,DAP
34,60,27,11,9,26,Red,Oil seeds,14-35-14
29,69,48,9,8,26,Clayey,Sugarcane,14-35-14
34,54,26,42,0,0,Black,Oil seeds,Urea
30,57,40,9,7,31,Black,Paddy,14-35-14
31,63,24,4,19,20,Sandy,Tobacco,10-26-26
34,55,51,11,18,18,Clayey,Paddy,10-26-26
28,60,46,24,0,20,Red,Wheat,28-28
29,45,49,12,2,11,Sandy,Pulses,20-20
31,64,38,9,0,9,Sandy,Oil seeds,20-20
32,61,63,7,19,17,Sandy,Tobacco,10-26-26
29,60,42,22,1,21,Red,Tobacco,28-28
31,59,60,13,13,12,Sandy,Sugarcane,17-17-17
27,54,36,23,0,20,Sandy,Barley,28-28
29,63,62,41,0,0,Black,Ground Nuts,Urea
30,56,52,9,0,12,Sandy,Cotton,20-20
32,64,14,13,0,40,Sandy,Oil seeds,DAP
26,60,37,23,0,21,Clayey,Millets,28-28
26,62,50,23,0,25,Loamy,Maize,28-28
29,58,31,9,10,29,Loamy,Oil seeds,14-35-14
25,65,47,21,3,21,Loamy,Cotton,28-28
31,63,49,21,0,24,Clayey,Tobacco,28-28
34,52,56,10,15,14,Black,Cotton,17-17-17
26,63,67,14,15,13,Sandy,Maize,17-17-17
30,53,35,15,0,9,Clayey,Sugarcane,20-20
26,66,37,8,11,30,Red,Barley,14-35-14
27,64,45,13,19,20,Red,Pulses,10-26-26
29,55,43,7,20,21,Loamy,Pulses,10-26-26
32,59,45,10,7,27,Sandy,Wheat,14-35-14
27,50,41,9,12,12,Red,Barley,17-17-17
25,61,54,9,9,33,Loamy,Cotton,14-35-14
29,53,56,9,8,28,Loamy,Cotton,14-35-14
32,64,45,15,0,37,Red,Tobacco,DAP
32,63,44,38,0,0,Sandy,Sugarcane,Urea
30,65,31,40,0,0,Clayey,Wheat,Urea
31,70,51,13,0,16,Black,Pulses,20-20
35,49,41,12,0,39,Loamy,Tobacco,DAP
30,56,35,12,0,40,Loamy,Pulses,DAP
30,66,48,38,1,0,Clayey,Maize,Urea
27,62,49,23,0,20,Sandy,Paddy,28-28
27,52,42,5,17,16,Clayey,Wheat,10-26-26
29,61,42,12,0,11,Red,Oil seeds,20-20
32,54,44,13,1,10,Loamy,Pulses,20-20
26,61,42,12,15,15,Black,Sugarcane,17-17-17
34,78,41,14,0,39,Loamy,Millets,DAP
31,59,43,37,0,0,Loamy,Paddy,Urea
25,47,55,15,11,16,Red,Ground Nuts,17-17-17
31,55,67,9,10,29,Loamy,Cotton,14-35-14
28,52,51,9,0,14,Sandy,Pulses,20-20
35,64,41,8,17,16,Red,Barley,10-26-26
33,62,39,38,0,0,Red,Wheat,Urea
32,58,40,14,14,12,Loamy,Barley,17-17-17
27,57,37,39,2,0,Clayey,Wheat,Urea
31,52,47,13,0,12,Sandy,Millets,20-20
35,59,64,10,10,30,Black,Cotton,14-35-14
35,54,37,8,19,20,Sandy,Paddy,10-26-26
31,62,36,12,1,11,Clayey,Oil seeds,20-20
32,57,53,22,0,21,Sandy,Millets,28-28
32,62,43,9,1,9,Loamy,Pulses,20-20
28,61,51,9,11,24,Clayey,Barley,14-35-14
26,50,60,36,0,0,Sandy,Tobacco,Urea
23,51,42,21,0,18,Red,Cotton,28-28
38,70,52,16,0,37,Red,Sugarcane,DAP
28,45,46,12,15,13,Sandy,Maize,17-17-17
29,61,55,12,9,27,Red,Pulses,14-35-14
30,65,31,5,8,29,Loamy,Paddy,14-35-14
29,48,41,4,16,15,Loamy,Barley,10-26-26
33,57,40,11,0,12,Loamy,Millets,20-20
29,62,36,8,7,29,Loamy,Cotton,14-35-14
30,63,37,10,17,14,Loamy,Paddy,10-26-26
25,48,36,12,13,13,Black,Maize,17-17-17
31,52,58,14,0,42,Loamy,Barley,DAP
35,69,42,22,0,23,Loamy,Millets,28-28
33,66,24,10,9,32,Black,Cotton,14-35-14
33,54,42,7,2,9,Loamy,Millets,20-20
34,62,42,10,9,34,Black,Maize,14-35-14
26,63,39,38,1,0,Black,Millets,Urea
34,62,46,15,1,39,Loamy,Millets,DAP
25,61,32,6,14,23,Loamy,Paddy,10-26-26
29,52,41,23,0,23,Clayey,Maize,28-28
36,61,37,8,9,28,Black,Oil seeds,14-35-14
28,52,37,7,19,19,Clayey,Barley,10-26-26
28,59,32,37,1,0,Black,Tobacco,Urea
33,57,26,8,10,25,Clayey,Sugarcane,14-35-14
24,60,45,12,0,8,Black,Sugarcane,20-20
30,62,36,12,17,13,Red,Pulses,10-26-26
35,57,18,8,9,30,Loamy,Paddy,14-35-14
32,54,37,13,0,38,Sandy,Cotton,DAP
31,56,42,16,11,14,Red,Cotton,17-17-17
30,59,37,13,12,13,Black,Maize,17-17-17
30,65,46,37,0,2,Black,Maize,Urea
28,63,58,12,0,38,Loamy,Ground Nuts,DAP
32,57,49,43,0,0,Black,Sugarcane,Urea
31,68,55,20,1,21,Red,Ground Nuts,28-28
28,70,41,24,0,23,Black,Cotton,28-28
33,50,24,15,11,13,Sandy,Sugarcane,17-17-17
22,46,41,11,16,19,Sandy,Pulses,10-26-26
31,63,51,13,15,12,Loamy,Cotton,17-17-17
34,73,45,9,9,28,Sandy,Paddy,14-35-14
25,50,19,13,1,14,Black,Sugarcane,20-20
35,56,48,6,17,19,Red,Wheat,10-26-26
32,68,32,8,9,27,Sandy,Cotton,14-35-14
36,66,40,9,9,33,Loamy,Cotton,14-35-14
32,65,37,11,15,14,Red,Barley,17-17-17
30,66,46,39,1,0,Sandy,Paddy,Urea
35,65,77,8,10,29,Loamy,Cotton,14-35-14
29,61,26,9,0,9,Black,Oil seeds,20-20
36,56,35,39,0,0,Sandy,Wheat,Urea
30,61,43,10,0,37,Red,Wheat,DAP
30,64,33,5,19,17,Sandy,Tobacco,10-26-26
33,55,27,25,0,18,Red,Tobacco,28-28
33,68,46,14,0,41,Loamy,Cotton,DAP
25,55,42,9,11,12,Black,Ground Nuts,17-17-17
35,59,48,23,0,15,Red,Tobacco,28-28
31,64,44,6,9,32,Clayey,Sugarcane,14-35-14
19,56,47,5,20,17,Clayey,Tobacco,10-26-26
32,65,54,9,10,26,Sandy,Paddy,14-35-14
27,60,37,10,10,15,Black,Sugarcane,17-17-17
29,64,68,13,13,15,Sandy,Sugarcane,17-17-17
32,53,29,6,19,13,Red,Tobacco,10-26-26
30,55,46,22,0,17,Sandy,Maize,28-28
39,61,53,12,0,41,Red,Cotton,DAP
26,62,32,42,0,0,Black,Pulses,Urea
31,61,50,14,0,39,Red,Cotton,DAP
27,55,43,11,14,15,Sandy,Sugarcane,17-17-17
32,46,0,13,11,13,Black,Sugarcane,17-17-17
24,60,29,10,17,15,Sandy,Paddy,10-26-26
32,48,40,12,0,45,Sandy,Ground Nuts,DAP
31,58,23,13,2,38,Red,Paddy,DAP
31,64,42,11,1,44,Black,Cotton,DAP
30,54,48,36,0,0,Sandy,Millets,Urea
31,54,40,21,0,21,Sandy,Barley,28-28
39,56,23,15,14,12,Black,Barley,17-17-17
33,55,24,14,1,8,Sandy,Oil seeds,20-20
22,59,57,22,0,22,Black,Cotton,28-28
27,62,39,20,1,19,Sandy,Ground Nuts,28-28
32,56,45,43,1,0,Clayey,Oil seeds,Urea
28,51,37,23,0,18,Clayey,Maize,28-28
29,62,47,22,0,19,Sandy,Millets,28-28
27,62,38,22,1,20,Sandy,Tobacco,28-28
30,55,44,14,0,12,Clayey,Paddy,20-20
31,62,46,10,12,15,Loamy,Sugarcane,17-17-17
27,59,42,8,9,28,Black,Cotton,14-35-14
36,60,41,15,18,16,Red,Pulses,10-26-26
29,60,45,24,1,21,Sandy,Tobacco,28-28
26,59,72,13,12,11,Red,Sugarcane,17-17-17
29,60,54,36,0,0,Black,Tobacco,Urea
34,61,43,24,0,24,Clayey,Maize,28-28
31,55,30,5,19,18,Sandy,Paddy,10-26-26
